  (0, 1)	1.0
  (1, 2)	0.3169114825618089
  (1, 3)	0.3169114825618089
  (1, 4)	0.3169114825618089
  (1, 5)	0.19195743841060658
  (1, 6)	0.3169114825618089
  (1, 7)	0.3169114825618089
  (1, 8)	0.3169114825618089
  (1, 9)	0.3169114825618089
  (1, 10)	0.3169114825618089
  (1, 11)	0.24342627595049196
  (1, 12)	0.3169114825618089
  (2, 13)	0.3780492170325763
  (2, 14)	0.3780492170325763
  (2, 15)	0.2903874365306117
  (2, 16)	0.3780492170325763
  (2, 17)	0.1800537631398464
  (2, 18)	0.2903874365306117
  (2, 19)	0.3780492170325763
  (2, 20)	0.2903874365306117
  (2, 21)	0.3780492170325763
  (3, 11)	0.3738761228951493
  (3, 22)	0.2648821940651156
  (3, 23)	0.09178965786066508
  (3, 24)	0.344844485245599
  (3, 25)	0.344844485245599
  (3, 26)	0.344844485245599
  (3, 27)	0.43248136570776413
  (3, 28)	0.344844485245599
  (3, 29)	0.344844485245599
  (4, 22)	0.609157546278084
  (4, 30)	0.7930492316448354
  (5, 17)	0.14553910910945406
  (5, 31)	0.3840095204343123
  (5, 32)	0.18509420553913344
  (5, 33)	0.3055806515063695
  (5, 34)	0.3840095204343123
  (5, 35)	0.3055806515063695
  (5, 36)	0.3055806515063695
  (5, 37)	0.3055806515063695
  (5, 38)	0.23472282984953904
  (5, 39)	0.18509420553913344
  (5, 40)	0.3055806515063695
  (5, 41)	0.3055806515063695
  (6, 5)	0.2072901328320939
  (6, 23)	0.09109239591896993
  (6, 39)	0.2072901328320939
  (6, 42)	0.342224942467368
  (6, 43)	0.342224942467368
  (6, 44)	0.342224942467368
  (6, 45)	0.342224942467368
  (6, 46)	0.342224942467368
  (6, 47)	0.2072901328320939
  (6, 48)	0.342224942467368
  (6, 49)	0.2072901328320939
  (6, 50)	0.342224942467368
  (7, 51)	0.256663341567229
  (7, 52)	0.256663341567229
  (7, 53)	0.256663341567229
  (7, 54)	0.19714843055121592
  (7, 55)	0.256663341567229
  (7, 56)	0.256663341567229
  (7, 57)	0.256663341567229
  (7, 58)	0.256663341567229
  (7, 59)	0.19714843055121592
  (7, 60)	0.256663341567229
  (7, 61)	0.256663341567229
  (7, 62)	0.256663341567229
  (7, 63)	0.256663341567229
  (7, 64)	0.256663341567229
  (7, 65)	0.256663341567229
  (7, 66)	0.256663341567229
  (8, 18)	0.2253555861328663
  (8, 23)	0.07809249776540433
  (8, 67)	0.2253555861328663
  (8, 68)	0.29338563647696364
  (8, 69)	0.29338563647696364
  (8, 70)	0.29338563647696364
  (8, 71)	0.29338563647696364
  (8, 72)	0.29338563647696364
  (8, 73)	0.29338563647696364
  (8, 74)	0.1777075251086854
  (8, 75)	0.29338563647696364
  (8, 76)	0.29338563647696364
  (8, 77)	0.29338563647696364
  (8, 78)	0.29338563647696364
  (9, 79)	0.447213595499958
  (9, 80)	0.447213595499958
  (9, 81)	0.447213595499958
  (9, 82)	0.447213595499958
  (9, 83)	0.447213595499958
  (10, 17)	0.17532250245135725
